id,siteID,year,icemoved,timemoved,breakup,Impact Based Flood Severity,firstboat,unsafeman,unsafeveh,typeveh,lastice,remarks,Initial Forecast Start Date,Initial Forecast End Date,qualityFlag,internalNotes
1150,Copper River nr Chitina,1956,,,1956-05-01,,,1956-04-25,1956-04-20,,,,,,,
1166,Copper River at Copper Center,1956,,,1956-05-05,,,1956-04-01,1956-03-20,,,,,,,
1285,Klutina River at Copper Center,1956,,,1956-05-15,,,1956-04-01,1956-03-20,,,,,,,
1315,Sheep Creek at Thompson Pass,1956,,,1956-04-28,,,1956-04-20,1956-04-12,,,,,,,
1320,Slana River nr Slana,1956,,,1956-04-27,,,1956-04-20,1956-04-14,,,,,,,
1461,Anchor River at Anchor Point,1956,,,1956-04-25,,,1956-04-22,1956-04-12,,,,,,,
1476,Beluga Lake at Homer,1956,,,1956-05-01,,,1956-04-19,1956-04-18,,1956-05-21,,,,,
1495,Big Lake at Big Lake,1956,,,1956-06-02,,,1956-05-30,1956-05-25,,,,,,,
1571,Cook Inlet at Kasilof,1956,,,1956-04-18,,,,,,,,,,,
1596,Dinkel Lake at Wasilla,1956,,,1956-05-09,,,,,,,,,,,
1626,Eklutna Lake nr Eklutna,1956,,,1956-05-19,,,,,,,,,,,
1652,Glacier Creek at Girdwood,1956,,,1956-04-10,,,1956-04-05,,,,,,,,
1658,Karluk Lake nr Karluk,1956,,,1956-05-19,,,,,,,,,,,
1668,Kasilof River at Cohoe,1956,,,1956-04-10,,,,,,,,,,,
1713,Kenai River at Soldotna,1956,,,1956-05-01,,,1956-04-20,1956-04-15,,,,,,,
1735,Kenai River at Sterling,1956,,,1956-04-09,,,1956-04-09,1956-04-09,,,,,,,
1754,Knik River nr Eklutna Project,1956,,,1956-04-26,,,,,,,,,,,
1757,Lake Hood-Spenard at Anchorage,1956,,,,,,,,,1956-05-15,,,,,
1781,Little Kitoi Lake at Kitoi Bay,1956,,,1956-05-30,,,1956-05-05,,,,,,,,
1844,Matanuska River at Palmer,1956,,,1956-04-22,,,1956-04-22,,,,,,,,
1881,Moose River at Sterling,1956,,,1956-04-26,,,1956-04-20,1956-04-16,,,,,,,
2095,Willow Creek at Willow,1956,,,,,,,1956-04-15,,1956-04-13,,,,,
2298,Baranof Lake at Baranof,1956,,,1956-06-05,,,1956-05-25,,,,,,,,
2303,Favorite Bay at Angoon,1956,,,1956-03-15,,,1956-03-15,,,,,,,,
2305,Harris Creek at Hollis,1956,,,1956-02-07,,,1956-02-01,1956-02-01,,,,,,,
2310,Hood Bay at Angoon,1956,,,1956-03-15,,,,,,,,,,,
2311,Indian Creek at Hollis,1956,,,1956-02-07,,,1956-02-01,1956-02-01,,,,,,,
2314,Maybeso Creek at Hollis,1956,,,1956-02-07,,,1956-02-01,1956-02-01,,,,,,,
2331,Stikine River at Wrangall,1956,,,1956-04-25,,,,,,,,,,,
2346,Unuk River at Unuk River,1956,,,,,,1956-04-10,,,,,,,,
2347,Windham Bay at Windham Bay,1956,,,1956-04-24,,,,,,,,,,,
2381,Aniak River at Aniak,1956,,,1956-05-07,,,1956-05-01,1956-04-23,,,,,,,
2402,Bering Sea at St. George Island,1956,,,1956-02-25,,,,,,,,,,,
2450,Crooked Creek at Crooked Creek,1956,,,1956-04-29,,,,,,,,,,,
2517,Egegik River at Egegik,1956,,,1956-05-11,,,1956-05-04,1956-04-28,,,,,,,
2541,Farewell Lake at Farewell,1956,,,1956-05-09,,,1956-05-04,,,,,,,,
2558,Goodnews Bay at Platinum,1956,,,1956-05-14,,,1956-05-09,1956-05-09,,,,,,,
2573,Goodnews River at Goodnews Bay,1956,,,1956-05-14,,,1956-05-09,1956-05-09,,,,,,,
2598,Iliamna Lake at Kakhanok Bay,1956,,,1956-05-22,,,1956-05-18,1956-05-10,,,,,,,
2628,Johnson River at Nunapitchuk,1956,,,1956-05-21,,,1956-05-20,,,,,,,,
2656,Kanektok River at Quinhagak,1956,,,1956-05-06,,,1956-04-27,,,,,,,,
2671,Klag Bay at Chichagof,1956,,,1956-04-13,,,,,,,,,,,
2808,Kuskokwim River at Bethel,1956,,am,1956-05-14,,,1956-05-11,1956-04-27,,,,,,,
2878,Kuskokwim River at Crooked Creek,1956,,,1956-05-04,,,1956-05-04,1956-05-04,,,,,,,
2973,Kuskokwim River at McGrath,1956,,,1956-05-03,,,1956-05-01,1956-04-25,,,,,,,
3021,Kuskokwim River at Medfra,1956,,,1956-05-10,,,,,,,,,,,
3125,Kuskokwim River at Sleetmute,1956,,,1956-05-05,,,1956-05-03,1956-05-03,,,,,,,
3174,Kuskokwim River at Stony River,1956,,,1956-05-04,,,1956-04-30,1956-04-28,,,,,,,
3212,Kvichak River at Levelock,1956,,,1956-05-25,,,1956-05-05,1956-05-01,,,,,,,
3225,Kwigillingok River at Kwigillingok,1956,,,1956-05-18,,,1956-05-14,1956-05-11,,,,,,,
3330,Nushagak River at Ekwok,1956,,,1956-05-05,,,,,,,,,,,
3376,Port Heiden Bay at Port Heiden,1956,,,1956-05-05,,,1956-05-02,1956-05-02,,,,,,,
3402,Six Mile Lake at Nondalton,1956,,,1956-05-22,,,1956-05-20,1956-05-19,,,,,,,
3424,Takotna River at Takotna,1956,,,1956-05-04,,,1956-04-25,1956-04-21,,,,,,,
3691,Bolio Lake at Big Delta,1956,,2000-5-15,,,,,,,,,,,,
3730,Chatanika River at Chatanika,1956,,2000-5-3,1956-04-25,,1956-04-01,,,,,,,,,
3834,Chena River at Fairbanks,1956,,2000-4-27,1956-04-04,,,1956-04-27,,,,Published in the News Miner and Climate data.,,,,
3903,Delta River at Big Delta,1956,,2000-4-15,1956-03-15,,1956-03-15,,,,,,,,,
3931,Edes Lake nr Summit,1956,,2000-5-21,1956-05-15,,1956-05-02,,,,,,,,,
3952,Lake Minchumina at Lake Minchumina,1956,,2000-5-20,1956-05-11,,1956-05-03,,,,,,,,,
3994,Nabesna River nr Northway,1956,,2000-4-29,1956-04-22,,1956-04-19,,,,,,,,,
4022,Nenana River at McKinley Park,1956,,2000-4-29,1956-04-27,,1956-04-21,,,,,,,,,
4071,Tanana River at Big Delta,1956,,2000-4-15,1956-03-15,,1956-03-15,,,,,,,,,
4117,Tanana River nr Manley Hot Springs,1956,,2000-5-5,1956-04-25,,,,,,,,,,,
4145,Tanana River nr Minto,1956,,2000-5-3,1956-04-26,,1956-04-21,,,,,,,,,
4198,Tanana River at Nenana,1956,,2000-24am,1956-05-01,,,,,,,,,,,
4261,Tanana River at Tanacross,1956,,2000-4-30,1956-04-30,,1956-04-23,,,,,,,,,
4290,Tanana River at Tolovana,1956,,2000-5-3,1956-04-24,,1956-04-20,,,,,,,,,
4336,Tolovana River at Tolovana,1956,,2000-5-6,1956-04-25,,,,,,,,,,,
4496,Andreafsky River at St. Marys,1956,,,1956-05-08,,,1956-05-05,1956-05-01,,,\r,,,,
4570,Hooper Bay at Hooper Bay,1956,,,1956-05-05,,,1956-05-01,1956-05-03,,,\r,,,,
4619,Innoko River at Holikachuk,1956,,,1956-05-09,,,1956-05-01,1956-04-25,,,Unusual brkup. Very low water\, no force.  Main ice,,,,
4678,Koyukuk River at Allakaket,1956,,,1956-05-07,,,1956-05-04,1956-05-04,,,\r,,,,
4738,Koyukuk River at Bettles,1956,,,1956-05-06,,,1956-05-04,1956-05-04,,,\r,,,,
4792,Koyukuk River at Hughes,1956,,5:14pm,1956-05-07,,,1956-05-03,,,,\r,,,,
4874,Keggatmiut Riv (Kun) at Scammon Bay,1956,,,1956-05-26,,,1956-05-22,1956-05-18,,,\r,,,,
4889,Kwiguk River at Kwiguk,1956,,,1956-05-20,,,,1956-05-15,,,Yukon jammed at "Tin Can Point." Kwiguk Slough too,,,,
4892,Kwemluk Pass at Sheldon Point,1956,,,1956-05-24,,,,,,,\r,,,,
4914,Ninglikfak River at Chevak,1956,,,1956-05-28,,,1956-05-27,1956-05-25,,,\r,,,,
4918,Otter Creek at Flat,1956,,,1956-04-30,,,1956-04-15,,,,\r,,,,
4961,Utopia Creek nr Utopia,1956,,,1956-05-10,,,1956-05-06,1956-04-25,,,\r,,,,
4990,Yukon River at Alakanuk,1956,,,1956-05-18,,,1956-05-12,,,,\r,,,,
5078,Yukon River at Beaver,1956,,,1956-05-11,,,1956-05-05,,,,\r,,,,
5133,Yukon River at Circle,1956,,,1956-05-09,,,,,,,\r,,,,
5234,Yukon River at Dawson,1956,,,1956-05-07,,,,,,,\r,,,,
5314,Yukon River at Eagle,1956,,,1956-05-06,,,1956-04-25,,,,\r,,,,
5427,Yukon River at Fort Yukon,1956,,,1956-05-09,,,,,,,\r,,,,
5470,Yukon River at Fortuna Ledge,1956,,,1956-05-13,,,1956-05-07,1956-04-30,,,\r,,,,
5484,Yukon River at Galena,1956,,,1956-05-10,,,1956-05-07,,,,\r,,,,
5549,Yukon River at Hamilton,1956,,,1956-05-20,,,1956-05-17,1956-05-17,,,\r,,,,
5624,Yukon River at Holy Cross,1956,,,1956-05-11,,,,,,,\r,,,,
5715,Yukon River at Kokrines,1956,,,1956-05-07,,,,,,,\r,,,,
5747,Yukon River at Marshall,1956,,5-7-56,1956-05-16,,,,,,,\r,,,,
5856,Yukon River at Nulato,1956,,,1956-05-09,,,1956-05-04,,,,\r,,,,
5875,Yukon River at Paimiut,1956,,,1956-05-15,,,1956-05-10,,,,\r,,,,
5881,Yukon River at Pilot Station,1956,,,1956-05-18,,,1956-05-15,,,,\r,,,,
5952,Yukon River at Rampart,1956,,,1956-05-06,,,1956-05-06,,,,\r,,,,
6151,Yukon River at Tanana,1956,,,1956-05-06,,,1956-05-03,,,,\r,,,,
67,Arctic Ocean at Point Lay,1955,,,1955-07-03,,,1955-06-29,,,,5-31 open lead 8 mi out. Ocean ice brok away from,,,,
231,Chukchi Sea at Cape Lisbourne,1955,,,1955-07-19,,,,,,,,,,,
295,Fish River at White Mountain,1955,,,1955-05-12,,,1955-05-05,1955-05-03,,,,,,,
320,Grantley Harbor at Teller,1955,,,1955-06-01,,,,,,,,,,,
342,Kivalina River at Kivalina,1955,,,1955-05-16,,,,,,,,,,,
389,Kobuk River at Kiana,1955,,,1955-05-21,,,1955-05-21,1955-05-17,,,Last ice landing of planes.,,,,
496,Kobuk River at Noorvik,1955,,,1955-05-28,,,,,,,,,,,
518,Kobuk River at Shungnak,1955,,,1955-05-24,,,1955-05-14,1955-05-08,,,,,,,
545,Kokolik River at Point Lay,1955,,,1955-05-23,,,,,,,,,,,
568,Kotzebue Sound at Kotzebue,1955,,,1955-06-01,,,1955-05-22,1955-05-18,,,,,,,
597,Koyuk River at Koyuk,1955,,,1955-05-29,,,1955-05-28,1955-05-28,,,In bay 6-9.,,,,
610,Kuk River at Wainwright,1955,,,1955-07-08,,,1955-07-02,1955-06-20,,,,,,,
620,Kukpouruk River nr Point Lay,1955,,,1955-05-17,,,,,,,,,,,
623,Kukpuk River at Point Lay,1955,,,1955-06-02,,,1955-05-25,,,,,,,,
634,Kwiniuk River at Moses Point,1955,,,1955-05-18,,,1955-05-15,1955-05-05,,,,,,,
675,Noatak River at Noatak,1955,,,1955-05-19,,,1955-05-18,,,,,,,,
697,Norton Bay at Moses Point,1955,,,1955-06-08,,,1955-06-03,1955-05-28,,,,,,,
705,Norton Sound at Elim,1955,,,1955-06-08,,,1955-05-15,1955-04-30,,,,,,,
788,Norton Sound nr Stebbins,1955,,,1955-05-25,,,1955-05-25,1955-05-25,,,,,,,
824,Saint Michael Bay at Saint Michael,1955,,,1955-06-06,,,1955-05-26,1955-05-11,,,,,,,
830,Savoonga Harbor at Savoonga,1955,,,1955-06-22,,,,,,,,,,,
847,Selawik River at Selawik,1955,,,1955-06-01,,,,,,,,,,,
864,Shaktoolik River at Shaktoolik,1955,,,1955-06-15,,,1955-06-10,,,,,,,,
881,Shishmaref Inlet at Shishmaref,1955,,,1955-06-27,,,,,,,,,,,
972,Wales Harbor at Wales,1955,,,1955-06-20,,,1955-06-18,1955-05-25,,,,,,,
1165,Copper River at Copper Center,1955,,,1955-05-09,,,1955-04-20,1955-04-10,,,,,,,
1210,Eyak Lake nr Cordova,1955,,,1955-05-25,,,1955-04-06,1955-03-18,,,,,,,
1257,Gulkana River nr Gakona,1955,,,1955-05-01,,,1955-04-10,1955-03-20,,,,,,,
1284,Klutina River at Copper Center,1955,,,1955-04-16,,,1955-04-20,1955-04-10,,,,,,,
1319,Slana River nr Slana,1955,,,1955-05-15,,,1955-05-10,1955-05-01,,,,,,,
1494,Big Lake at Big Lake,1955,,,1955-06-01,,,1955-06-01,1955-05-21,,,,,,,
1553,Cook Inlet at Anchorage,1955,,,,,1955-04-05,,,,,,,,,
1570,Cook Inlet at Kasilof,1955,,,1955-04-27,,,1955-04-05,1955-04-05,,,,,,,
1601,Echo Lake nr Palmer,1955,,,1955-05-12,,,,,,,,,,,
1667,Kasilof River at Cohoe,1955,,,1955-04-01,,,,,,,,,,,
1697,Kenai River at Kenai,1955,,,1955-04-02,,,,,,,,,,,
1734,Kenai River at Sterling,1955,,,1955-03-21,,,1955-03-19,1955-03-19,,,,,,,
1753,Knik River nr Eklutna Project,1955,,,1955-04-30,,,,,,,,,,,
1756,Lake Hood-Spenard at Anchorage,1955,,,1955-05-14,,,,1955-05-07,,,,,,,
1780,Little Kitoi Lake at Kitoi Bay,1955,,,1955-05-13,,,1955-04-30,,,,,,,,
1843,Matanuska River at Palmer,1955,,,1955-04-16,,,,,,,,,,,
1880,Moose River at Sterling,1955,,,1955-05-06,,,,,,,,,,,
1900,Ninilchik River at Ninilchik,1955,,,1955-05-06,,,1955-05-02,1955-04-18,,,,,,,
1909,Puntilla Lake at Puntilla,1955,,,1955-06-12,,,1955-05-25,1955-05-20,,,,,,,
1944,Skwentna River at Skwentna,1955,,,1955-05-17,,,1955-05-10,1955-05-01,,,,,,,
1985,Susitna River at Curry,1955,,,1955-05-19,,,1955-05-10,1955-04-15,,,,,,,
2028,Susitna River at Talkeetna,1955,,,1955-05-01,,,1955-05-01,1955-04-25,,,,,,,
2049,Talkeetna River at Talkeetna,1955,,,1955-05-01,,,1955-05-01,1955-04-25,,,,,,,
2094,Willow Creek at Willow,1955,,,,,,,1955-04-15,,,,,,,
2297,Baranof Lake at Baranof,1955,,,1955-05-28,,,,,,,,,,,
2330,Stikine River at Wrangall,1955,,,1955-04-08,,,,,,,,,,,
2486,Eek River at Eek,1955,,,1955-05-16,,,1955-05-14,,,,,,,,
2516,Egegik River at Egegik,1955,,,1955-04-15,,,1955-04-01,,,,,,,,
2540,Farewell Lake at Farewell,1955,,,1955-05-10,,,,,,,,,,,
2557,Goodnews Bay at Platinum,1955,,,1955-05-20,,,1955-05-13,1955-05-06,,,,,,,
2572,Goodnews River at Goodnews Bay,1955,,,1955-05-18,,,1955-05-13,1955-05-13,,,,,,,
2597,Iliamna Lake at Kakhanok Bay,1955,,,1955-05-17,,,1955-05-10,,,,,,,,
2627,Johnson River at Nunapitchuk,1955,,,1955-05-25,,,1955-05-25,,,,,,,,
2655,Kanektok River at Quinhagak,1955,,,,,,1955-05-07,1955-05-04,,,,,,,
2672,Kuskokwim Bay at Cape Newenham,1955,,,1955-05-22,,,1955-04-25,1955-03-10,,,,,,,
2807,Kuskokwim River at Bethel,1955,,,1955-05-19,,,,,,,,,,,
2877,Kuskokwim River at Crooked Creek,1955,,,1955-05-12,,,1955-05-08,1955-05-08,,,,,,,
2972,Kuskokwim River at McGrath,1955,,,1955-05-15,,,1955-05-12,1955-04-28,,,,,,,
3124,Kuskokwim River at Sleetmute,1955,,,1955-05-14,,,1955-05-11,1955-05-11,,,,,,,
3201,Kuskokwim River at Tuluksak,1955,,,1955-05-20,,,1955-05-07,1955-05-01,,,,,,,
3211,Kvichak River at Levelock,1955,,,1955-05-08,,,1955-05-01,,,,,,,,
3224,Kwigillingok River at Kwigillingok,1955,,,1955-05-26,,,1955-05-24,1955-05-23,,,,,,,
3245,Mekoryuk River at Nunivak,1955,,,1955-05-28,,,1955-05-20,1955-05-12,,,,,,,
3258,Naknek River at King Salmon,1955,,,1955-03-29,,,1955-03-27,1955-03-26,,,,,,,
3329,Nushagak River at Ekwok,1955,,,1955-05-13,,,1955-05-01,1955-05-01,,,,,,,
3401,Six Mile Lake at Nondalton,1955,,,1955-05-22,,,1955-05-18,1955-05-12,,,,,,,
3423,Takotna River at Takotna,1955,,,1955-05-15,,,1955-05-08,1955-05-01,,,,,,,
3453,Tuluksak River at Tuluksak,1955,,,1955-05-15,,,1955-05-07,1955-05-01,,,,,,,
3729,Chatanika River at Chatanika,1955,,2000-5-8,1955-04-30,,,,,,,,,,,
3833,Chena River at Fairbanks,1955,,2000-4-26,1955-04-14,,1955-03-25,1955-04-26,,,,Published in the News Miner and Climate data.,,,,
3866,Chisana River at Northway,1955,,2000-5-5,,,,,,,,,,,,
3930,Edes Lake nr Summit,1955,,2000-6-10,,,,,,,,,,,,
3951,Lake Minchumina at Lake Minchumina,1955,,2000-6-1,1955-05-11,,1955-05-03,,,,,,,,,
3993,Nabesna River nr Northway,1955,,2000-5-14,1955-05-02,,1955-04-20,,,,,,,,,
4021,Nenana River at McKinley Park,1955,,2000-5-11,1955-04-25,,1955-04-15,,,,,,,,,
4116,Tanana River nr Manley Hot Springs,1955,,2000-5-16,1955-05-08,,,,,,,,,,,
4144,Tanana River nr Minto,1955,,2000-5-15,1955-05-02,,,,,,,,,,,
4197,Tanana River at Nenana,1955,,2000-13pm,1955-05-09,,,,,,,,,,,
4260,Tanana River at Tanacross,1955,,2000-5-2,1955-05-01,,1955-04-21,,,,,,,,,
4289,Tanana River at Tolovana,1955,,2000-5-14,,,,,,,,,,,,
4335,Tolovana River at Tolovana,1955,,2000-5-16,,,,,,,,,,,,
4478,Alatna River at Allakaket,1955,,,1955-05-17,,,,,,,\r,,,,
4495,Andreafsky River at St. Marys,1955,,,1955-05-15,,,1955-05-14,1955-05-10,,,\r,,,,
4543,Chandalar River at Venetie,1955,,,1955-05-10,,,1955-05-08,1955-05-03,,,\r,,,,
4569,Hooper Bay at Hooper Bay,1955,,,1955-05-25,,,1955-05-15,1955-05-10,,,\r,,,,
4618,Innoko River at Holikachuk,1955,,,1955-05-19,,,1955-05-15,1955-05-06,,,\r,,,,
4630,Innoko River nr Ophir,1955,,,1955-05-14,,,1955-05-10,,,,\r,,,,
4677,Koyukuk River at Allakaket,1955,,,1955-05-17,,,1955-05-14,,,,\r,,,,
4737,Koyukuk River at Bettles,1955,,,1955-05-17,,,1955-05-15,1955-05-13,,,\r,,,,
4791,Koyukuk River at Hughes,1955,,,1955-05-17,,,1955-05-04,,,,\r,,,,
4824,Koyukuk River at Huslia,1955,,,1955-05-21,,,1955-05-10,,,,\r,,,,
4867,Koyukuk River at Wiseman,1955,,,1955-05-16,,,1955-05-15,1955-05-07,,,\r,,,,
4891,Kwemluk Pass at Sheldon Point,1955,,,1955-05-31,,,1955-05-27,,,,\r,,,,
4949,Scammon Bay at Scammon Bay,1955,,,1955-05-31,,,1955-05-26,,,,\r,,,,
5030,Yukon River at Anvik,1955,,,1955-05-14,,,,,,,\r,,,,
5077,Yukon River at Beaver,1955,,,1955-05-20,,,1955-05-18,,,,\r,,,,
5313,Yukon River at Eagle,1955,,,1955-05-16,,,1955-05-10,,,,\r,,,,
5469,Yukon River at Fortuna Ledge,1955,,,1955-05-18,,,1955-05-08,1955-05-04,,,\r,,,,
5548,Yukon River at Hamilton,1955,,,1955-05-25,,,1955-05-21,1955-05-21,,,\r,,,,
5623,Yukon River at Holy Cross,1955,,,1955-05-19,,,,,,,\r,,,,
5665,Yukon River at Kaltag,1955,,,1955-05-19,,,,,,,\r,,,,
5714,Yukon River at Kokrines,1955,,,1955-05-18,,,,,,,\r,,,,
5746,Yukon River at Marshall,1955,,5-8-55,1955-05-18,,,,,,,\r,,,,
5796,Yukon River at Mountain Village,1955,,,1955-05-20,,,1955-05-18,,,,\r,,,,
5855,Yukon River at Nulato,1955,,,1955-05-18,,,1955-05-13,,,,\r,,,,
5951,Yukon River at Rampart,1955,,,1955-05-20,,,1955-05-19,,,,\r,,,,
5988,Yukon River at Ruby,1955,,,1955-05-17,,,1955-05-10,,,,\r,,,,
6028,Yukon River at Russian Mission,1955,,,1955-05-20,,,,,,,\r,,,,
6073,Yukon River at Stevens Village,1955,,,1955-05-21,,,1955-05-15,,,,\r,,,,
6150,Yukon River at Tanana,1955,,,1955-05-17,,,1955-05-14,,,,\r,,,,
6282,Yukon River at Dawson,1955,,,1955-05-13,,,,,,,,,,,
59,Arctic Ocean at Point Hope,1954,,,1954-06-15,,,,,,,,,,,
66,Arctic Ocean at Point Lay,1954,,,1954-07-23,,,,,,,Ocean ice out of sight.,,,,
89,Beaufort Sea at Barter Island,1954,,,1954-07-16,,,1954-07-14,1954-06-02,,,,,,,
170,Bering Sea at Nome,1954,,,,,,,,,,Harbor ice broke-up from shore out on 5-17.,,,,
185,Bering Sea at Savoonga,1954,,,1954-04-28,,,,,,,,,,,
203,Bering Sea at Wales,1954,,,1954-06-03,,,1954-06-03,1954-04-27,Aircraft,,,,,,
230,Chukchi Sea at Cape Lisbourne,1954,,,1954-06-15,,,,,,,A break in ice 1 mi from shore to nw on 4-28-54. O,,,,
243,Colville River at Umiat,1954,,,1954-06-05,,,1954-05-23,1954-05-23,,,,,,,
266,Contact Creek at Anaktuvuk Pass,1954,,,1954-05-24,,,,,,,,,,,
388,Kobuk River at Kiana,1954,,,1954-05-10,,,,,,,River clear for boats after May 17.,,,,
495,Kobuk River at Noorvik,1954,,,1954-05-15,,,,,,,On 5-18 they were still getting mail by kayak and,,,,
517,Kobuk River at Shungnak,1954,,,1954-05-12,,,1954-05-08,1954-05-08,,,,,,,
567,Kotzebue Sound at Kotzebue,1954,,,1954-05-18,,1954-05-23,1954-05-18,1954-05-18,,,Westerly winds to 27 mph on 5-18 opened several le,,,,
596,Koyuk River at Koyuk,1954,,,1954-05-21,,,1954-05-14,,,,In bay.,,,,
609,Kuk River at Wainwright,1954,,,1954-07-10,,,1954-06-26,1954-06-12,,,,,,,
619,Kukpouruk River nr Point Lay,1954,,,1954-05-12,,,,,,,,,,,
653,Lake Troutman nr Gambell,1954,,,1954-06-13,,,1954-05-28,1954-05-17,,,,,,,
674,Noatak River at Noatak,1954,,,1954-05-09,,,1954-05-08,,,,,,,,
696,Norton Bay at Moses Point,1954,,,1954-05-30,,,1954-05-23,1954-05-13,,,,,,,
787,Norton Sound nr Stebbins,1954,,,1954-05-22,,,1954-05-20,,,,,,,,
797,Norton Sound at Unalakleet,1954,,,1954-05-15,,,1954-05-09,1954-05-01,Pickup,,,,,,
823,Saint Michael Bay at Saint Michael,1954,,,1954-05-28,,,1954-05-28,,,,,,,,
846,Selawik River at Selawik,1954,,,1954-05-18,,,,,,,,,,,
863,Shaktoolik River at Shaktoolik,1954,,,1954-05-10,,,1954-05-02,1954-04-29,,,,,,,
885,Snake River at Nome,1954,,,1954-05-07,,,1954-04-28,1954-04-18,,,,,,,
987,Wulik River nr Kivalina,1954,,,1954-05-09,,,,,,,,,,,
1149,Copper River nr Chitina,1954,,,1954-05-06,,,1954-04-30,1954-04-25,,,,,,,
1164,Copper River at Copper Center,1954,,,1954-05-07,,,1954-05-01,1954-04-20,,,,,,,
1209,Eyak Lake nr Cordova,1954,,,1954-04-26,,,1954-04-02,1954-03-26,,,,,,,
1318,Slana River nr Slana,1954,,,1954-05-15,,,1954-05-01,,,,,,,,
1460,Anchor River at Anchor Point,1954,,,1954-04-30,,,1954-04-14,1954-04-09,,,,,,,
1475,Beluga Lake at Homer,1954,,,1954-05-01,,,1954-04-24,1954-04-02,,,,,,,
1493,Big Lake at Big Lake,1954,,,1954-06-05,,,1954-05-27,1954-05-25,,,,,,,
1513,Caribou Creek at Sheep Mountain,1954,,,1954-05-06,,,1954-04-20,1954-03-25,,,,,,,
1552,Cook Inlet at Anchorage,1954,,,1954-04-15,,,,,,,,,,,
1569,Cook Inlet at Kasilof,1954,,,1954-04-21,,,,,,,,,,,
1600,Echo Lake nr Palmer,1954,,,1954-05-05,,,,,,,,,,,
1666,Kasilof River at Cohoe,1954,,,1954-04-12,,,,,,,,,,,
1696,Kenai River at Kenai,1954,,,1954-04-02,,,,,,,,,,,
1712,Kenai River at Soldotna,1954,,,1954-04-28,,,1954-04-15,,,,,,,,
1733,Kenai River at Sterling,1954,,,1954-04-06,,,1954-04-05,1954-04-05,,,,,,,
1842,Matanuska River at Palmer,1954,,,1954-04-06,,,,,,,,,,,
1924,Resurrection Creek at Hope,1954,,,1954-04-20,,,,,,,,,,,
1943,Skwentna River at Skwentna,1954,,,1954-05-09,,,1954-05-05,1954-04-23,,,,,,,
1984,Susitna River at Curry,1954,,,1954-05-09,,,1954-04-29,,,,,,,,
2027,Susitna River at Talkeetna,1954,,,1954-05-11,,,1954-04-14,1954-04-01,,,,,,,
2048,Talkeetna River at Talkeetna,1954,,,1954-05-11,,,1954-04-14,1954-04-01,,,,,,,
2093,Willow Creek at Willow,1954,,,,,,,,,1954-04-20,,,,,
2296,Baranof Lake at Baranof,1954,,,1954-06-09,,,1954-06-01,,,,,,,,
2302,Favorite Bay at Angoon,1954,,,1954-04-15,,,,,,,,,,,
2345,Unuk River at Unuk River,1954,,,1954-02-06,,,,,,,,,,,
2358,Aleknagik Lake at Aleknagik,1954,,,1954-05-24,,,1954-05-14,1954-05-14,,,,,,,
2380,Aniak River at Aniak,1954,,,1954-05-06,,,1954-05-01,1954-04-23,,,,,,,
2420,Brooks Lake at Brooks Lake,1954,,,1954-05-10,,,,,,,,,,,
2425,Cape Newenham Inlet at Cape Newenham,1954,,,1954-04-29,,,,,,,,,,,
2449,Cold Bay at Cold Bay,1954,,,1954-03-05,,,,,,,,,,,
2515,Egegik River at Egegik,1954,,,1954-04-26,,,1954-04-20,1954-04-15,,,,,,,
2539,Farewell Lake at Farewell,1954,,,1954-05-15,,,,,,,,,,,
2556,Goodnews Bay at Platinum,1954,,,1954-05-08,,,1954-05-01,1954-04-25,,,,,,,
2571,Goodnews River at Goodnews Bay,1954,,,1954-05-08,,,1954-05-07,1954-05-07,,,,,,,
2596,Iliamna Lake at Kakhanok Bay,1954,,,1954-05-12,,,1954-05-03,1954-04-21,,,,,,,
2626,Johnson River at Nunapitchuk,1954,,,1954-05-13,,,,,,,,,,,
2806,Kuskokwim River at Bethel,1954,,,1954-05-07,,,1954-05-01,1954-04-27,,,,,,,
2876,Kuskokwim River at Crooked Creek,1954,,,1954-05-05,,,1954-05-05,1954-05-05,,,,,,,
2926,Kuskokwim River at Kalskag,1954,,,1954-05-05,,,1954-05-01,,,,,,,,
2971,Kuskokwim River at McGrath,1954,,,1954-05-03,,,1954-05-01,1954-04-29,,,,,,,
3066,Kuskokwim River at Napaimute,1954,,,1954-05-05,,,1954-05-01,1954-04-28,,,,,,,
3123,Kuskokwim River at Sleetmute,1954,,,1954-05-05,,,1954-05-02,1954-05-02,,,,,,,
3173,Kuskokwim River at Stony River,1954,,,1954-05-03,,,1954-04-30,1954-04-29,,,,,,,
3200,Kuskokwim River at Tuluksak,1954,,,1954-05-08,,,,,,,,,,,
3223,Kwigillingok River at Kwigillingok,1954,,,1954-05-13,,,1954-05-11,,,,,,,,
3257,Naknek River at King Salmon,1954,,,1954-04-15,,,1954-04-14,1954-04-01,,,,,,,
3273,Nerka Lake at Nerka Lake,1954,,,1954-05-26,,,1954-05-18,1954-05-15,,,,,,,
3281,Newhalen River at Iliamna,1954,,,1954-05-03,,,,,,,,,,,
3320,Nushagak River at Dillingham,1954,,,1954-05-12,,,,,,,,,,,
3383,Quinhagak River at Quinhagak,1954,,,1954-04-27,,,1954-04-25,1954-04-25,,,As ussual the ice can be used practically up to th,,,,
